Number of Animals,YEAR,MONTH,OutcomeType,OutcomeSubtype
10,2009,5,ADOPTION,AAA
2,2009,5,ADOPTION,BARKSTOWN
30,2009,5,ADOPTION,FRIEND
3,2009,5,ADOPTION,NEWSLETTER
3,2009,5,ADOPTION,PROMO
14,2009,5,ADOPTION,PRV ADOPT
27,2009,5,ADOPTION,PS HURST
1,2009,5,ADOPTION,REFERRAL
2,2009,5,ADOPTION,TV METRO
4,2009,5,ADOPTION,TV OTHER
1,2009,5,ADOPTION,TV WHAS
2,2009,5,ADOPTION,TV WLKY
39,2009,5,ADOPTION,WALK IN
34,2009,5,ADOPTION,WEB METRO
31,2009,5,ADOPTION,WEB PF
2,2009,5,DIED,
2,2009,5,DIED,ENROUTE
19,2009,5,DIED,IN FOSTER
37,2009,5,DIED,IN KENNEL
3,2009,5,DIED,IN SURGERY
73,2009,5,EUTH,
14,2009,5,EUTH,BEHAV HIST
176,2009,5,EUTH,BEHAV OBSV
79,2009,5,EUTH,BREED
161,2009,5,EUTH,CONTAG DIS
50,2009,5,EUTH,FERAL
82,2009,5,EUTH,MEDICAL
4,2009,5,EUTH,PREGNANT
63,2009,5,EUTH,REQUESTED
29,2009,5,EUTH,TIME/SPACE
9,2009,5,EUTH,TOO OLD
64,2009,5,EUTH,TOO YOUNG
1,2009,5,FOSTER,
67,2009,5,RELEASED,
1,2009,5,RELEASED,IN SURGERY
146,2009,5,RTO,
3,2009,5,RTO,IN FIELD
2,2009,5,TRANSFER,
11,2009,5,TRANSFER,KHS
35,2009,5,TRANSFER,RESCUE GRP
2,2009,5,TRANSFER,WILDLIFE
9,2009,6,ADOPTION,
3,2009,6,ADOPTION,3RD PARTY
1,2009,6,ADOPTION,AAA
1,2009,6,ADOPTION,BARKSTOWN
1,2009,6,ADOPTION,EXCHANGE
35,2009,6,ADOPTION,FRIEND
2,2009,6,ADOPTION,NEWSLETTER
5,2009,6,ADOPTION,PROMO
19,2009,6,ADOPTION,PRV ADOPT
12,2009,6,ADOPTION,PS HURST
5,2009,6,ADOPTION,REFERRAL
3,2009,6,ADOPTION,TV METRO
3,2009,6,ADOPTION,TV OTHER
1,2009,6,ADOPTION,TV WHAS
24,2009,6,ADOPTION,WALK IN
41,2009,6,ADOPTION,WEB METRO
30,2009,6,ADOPTION,WEB PF
9,2009,6,DIED,
1,2009,6,DIED,ENROUTE
6,2009,6,DIED,IN FOSTER
44,2009,6,DIED,IN KENNEL
3,2009,6,DISPOSAL,DEAD ARRIV
17,2009,6,EUTH,
14,2009,6,EUTH,BEHAV HIST
228,2009,6,EUTH,BEHAV OBSV
71,2009,6,EUTH,BREED
247,2009,6,EUTH,CONTAG DIS
1,2009,6,EUTH,FELV
61,2009,6,EUTH,FERAL
110,2009,6,EUTH,MEDICAL
1,2009,6,EUTH,PREGNANT
90,2009,6,EUTH,REQUESTED
144,2009,6,EUTH,TIME/SPACE
32,2009,6,EUTH,TOO OLD
143,2009,6,EUTH,TOO YOUNG
1,2009,6,MISSING,IN FOSTER
1,2009,6,MISSING,IN KENNEL
97,2009,6,RELEASED,
2,2009,6,RELOCATE,
163,2009,6,RTO,
2,2009,6,RTO,IN FIELD
1,2009,6,TRANSFER,
6,2009,6,TRANSFER,KHS
53,2009,6,TRANSFER,RESCUE GRP
2,2009,6,TRANSFER,WILDLIFE
1,2009,7,,
4,2009,7,ADOPTION,
1,2009,7,ADOPTION,3RD PARTY
3,2009,7,ADOPTION,AAA
1,2009,7,ADOPTION,BARKSTOWN
2,2009,7,ADOPTION,EXCHANGE
39,2009,7,ADOPTION,FRIEND
2,2009,7,ADOPTION,NEWSLETTER
3,2009,7,ADOPTION,PROMO
62,2009,7,ADOPTION,PRV ADOPT
17,2009,7,ADOPTION,PS HURST
8,2009,7,ADOPTION,REFERRAL
1,2009,7,ADOPTION,TV AAL
4,2009,7,ADOPTION,TV OTHER
2,2009,7,ADOPTION,TV WLKY
13,2009,7,ADOPTION,WALK IN
34,2009,7,ADOPTION,WEB METRO
18,2009,7,ADOPTION,WEB PF
1,2009,7,DIED,
1,2009,7,DIED,ENROUTE
14,2009,7,DIED,IN FOSTER
49,2009,7,DIED,IN KENNEL
6,2009,7,EUTH,
30,2009,7,EUTH,BEHAV HIST
160,2009,7,EUTH,BEHAV OBSV
63,2009,7,EUTH,BREED
202,2009,7,EUTH,CONTAG DIS
50,2009,7,EUTH,FERAL
96,2009,7,EUTH,MEDICAL
8,2009,7,EUTH,PREGNANT
78,2009,7,EUTH,REQUESTED
160,2009,7,EUTH,TIME/SPACE
17,2009,7,EUTH,TOO OLD
111,2009,7,EUTH,TOO YOUNG
1,2009,7,MISSING,
10,2009,7,MISSING,IN FOSTER
1,2009,7,MISSING,IN KENNEL
57,2009,7,RELEASED,
2,2009,7,RELOCATE,
112,2009,7,RTO,
5,2009,7,RTO,IN FIELD
2,2009,7,TRANSFER,
12,2009,7,TRANSFER,KHS
46,2009,7,TRANSFER,RESCUE GRP
5,2009,7,TRANSFER,WILDLIFE
1,2009,8,,
6,2009,8,ADOPTION,
3,2009,8,ADOPTION,3RD PARTY
1,2009,8,ADOPTION,BARKSTOWN
17,2009,8,ADOPTION,FRIEND
139,2009,8,ADOPTION,PROMO
43,2009,8,ADOPTION,PRV ADOPT
5,2009,8,ADOPTION,PS HURST
1,2009,8,ADOPTION,REFERRAL
3,2009,8,ADOPTION,TV OTHER
3,2009,8,ADOPTION,TV WHAS
1,2009,8,ADOPTION,TV WLKY
6,2009,8,ADOPTION,WALK IN
8,2009,8,ADOPTION,WEB METRO
9,2009,8,ADOPTION,WEB PF
2,2009,8,DIED,
2,2009,8,DIED,ENROUTE
12,2009,8,DIED,IN FOSTER
42,2009,8,DIED,IN KENNEL
11,2009,8,EUTH,
14,2009,8,EUTH,BEHAV HIST
144,2009,8,EUTH,BEHAV OBSV
57,2009,8,EUTH,BREED
224,2009,8,EUTH,CONTAG DIS
46,2009,8,EUTH,FERAL
116,2009,8,EUTH,MEDICAL
5,2009,8,EUTH,PREGNANT
64,2009,8,EUTH,REQUESTED
106,2009,8,EUTH,TIME/SPACE
18,2009,8,EUTH,TOO OLD
136,2009,8,EUTH,TOO YOUNG
71,2009,8,MISSING,
1,2009,8,MISSING,ENROUTE
12,2009,8,MISSING,IN KENNEL
32,2009,8,RELEASED,
90,2009,8,RTO,
8,2009,8,RTO,IN FIELD
1,2009,8,TRANSFER,
20,2009,8,TRANSFER,KHS
86,2009,8,TRANSFER,RESCUE GRP
4,2009,9,,
48,2009,9,ADOPTION,
3,2009,9,ADOPTION,3RD PARTY
2,2009,9,ADOPTION,BARKSTOWN
24,2009,9,ADOPTION,FRIEND
1,2009,9,ADOPTION,NEWSLETTER
35,2009,9,ADOPTION,PROMO
5,2009,9,ADOPTION,PRV ADOPT
21,2009,9,ADOPTION,PS HURST
2,2009,9,ADOPTION,REFERRAL
2,2009,9,ADOPTION,TV OTHER
13,2009,9,ADOPTION,WALK IN
14,2009,9,ADOPTION,WEB METRO
7,2009,9,ADOPTION,WEB PF
2,2009,9,DIED,ENROUTE
6,2009,9,DIED,IN FOSTER
53,2009,9,DIED,IN KENNEL
1,2009,9,DIED,IN SURGERY
4,2009,9,EUTH,
13,2009,9,EUTH,BEHAV HIST
143,2009,9,EUTH,BEHAV OBSV
53,2009,9,EUTH,BREED
176,2009,9,EUTH,CONTAG DIS
53,2009,9,EUTH,FERAL
93,2009,9,EUTH,MEDICAL
49,2009,9,EUTH,REQUESTED
82,2009,9,EUTH,TIME/SPACE
18,2009,9,EUTH,TOO OLD
180,2009,9,EUTH,TOO YOUNG
1,2009,9,FOSTER,
2,2009,9,MISSING,
1,2009,9,MISSING,IN KENNEL
48,2009,9,RELEASED,
1,2009,9,RELEASED,MEDICAL
3,2009,9,RELOCATE,
91,2009,9,RTO,
4,2009,9,RTO,IN FIELD
6,2009,9,TRANSFER,
11,2009,9,TRANSFER,KHS
71,2009,9,TRANSFER,RESCUE GRP
10,2009,10,ADOPTION,
4,2009,10,ADOPTION,3RD PARTY
2,2009,10,ADOPTION,BARKSTOWN
77,2009,10,ADOPTION,FRIEND
1,2009,10,ADOPTION,NEWSLETTER
7,2009,10,ADOPTION,PROMO
4,2009,10,ADOPTION,PRV ADOPT
32,2009,10,ADOPTION,PS HURST
1,2009,10,ADOPTION,RADIO WDJX
4,2009,10,ADOPTION,REFERRAL
3,2009,10,ADOPTION,TV METRO
2,2009,10,ADOPTION,TV OTHER
1,2009,10,ADOPTION,TV WHAS
8,2009,10,ADOPTION,WALK IN
18,2009,10,ADOPTION,WEB METRO
22,2009,10,ADOPTION,WEB PF
3,2009,10,DIED,
5,2009,10,DIED,ENROUTE
7,2009,10,DIED,IN FOSTER
49,2009,10,DIED,IN KENNEL
1,2009,10,DIED,IN SURGERY
9,2009,10,EUTH,
17,2009,10,EUTH,BEHAV HIST
186,2009,10,EUTH,BEHAV OBSV
50,2009,10,EUTH,BREED
129,2009,10,EUTH,CONTAG DIS
83,2009,10,EUTH,FERAL
86,2009,10,EUTH,MEDICAL
53,2009,10,EUTH,REQUESTED
172,2009,10,EUTH,TIME/SPACE
23,2009,10,EUTH,TOO OLD
155,2009,10,EUTH,TOO YOUNG
1,2009,10,MISSING,
3,2009,10,MISSING,IN KENNEL
66,2009,10,RELEASED,
10,2009,10,RELEASED,IN SURGERY
1,2009,10,RELOCATE,
99,2009,10,RTO,
5,2009,10,RTO,IN FIELD
1,2009,10,TRANSFER,
2,2009,10,TRANSFER,KHS
102,2009,10,TRANSFER,RESCUE GRP
3,2009,11,ADOPTION,
1,2009,11,ADOPTION,3RD PARTY
1,2009,11,ADOPTION,AAA
2,2009,11,ADOPTION,EXCHANGE
62,2009,11,ADOPTION,FRIEND
1,2009,11,ADOPTION,NEWSLETTER
1,2009,11,ADOPTION,PRV ADOPT
40,2009,11,ADOPTION,PS HURST
2,2009,11,ADOPTION,PS WEST
1,2009,11,ADOPTION,REFERRAL
1,2009,11,ADOPTION,TV AAL
1,2009,11,ADOPTION,TV OTHER
1,2009,11,ADOPTION,TV WHAS
14,2009,11,ADOPTION,WALK IN
18,2009,11,ADOPTION,WEB METRO
19,2009,11,ADOPTION,WEB PF
1,2009,11,DIED,
6,2009,11,DIED,IN FOSTER
14,2009,11,DIED,IN KENNEL
1,2009,11,DIED,IN SURGERY
2,2009,11,DISPOSAL,DEAD ARRIV
9,2009,11,EUTH,
9,2009,11,EUTH,BEHAV HIST
121,2009,11,EUTH,BEHAV OBSV
31,2009,11,EUTH,BREED
124,2009,11,EUTH,CONTAG DIS
46,2009,11,EUTH,FERAL
62,2009,11,EUTH,MEDICAL
50,2009,11,EUTH,REQUESTED
101,2009,11,EUTH,TIME/SPACE
8,2009,11,EUTH,TOO OLD
57,2009,11,EUTH,TOO YOUNG
1,2009,11,MISSING,ENROUTE
1,2009,11,MISSING,IN KENNEL
40,2009,11,RELEASED,
15,2009,11,RELEASED,IN SURGERY
84,2009,11,RTO,
6,2009,11,RTO,IN FIELD
5,2009,11,TRANSFER,KHS
80,2009,11,TRANSFER,RESCUE GRP
1,2009,12,,
4,2009,12,ADOPTION,
3,2009,12,ADOPTION,3RD PARTY
10,2009,12,ADOPTION,AAA
1,2009,12,ADOPTION,EXCHANGE
65,2009,12,ADOPTION,FRIEND
2,2009,12,ADOPTION,NEWSLETTER
4,2009,12,ADOPTION,PRV ADOPT
72,2009,12,ADOPTION,PS HURST
4,2009,12,ADOPTION,REFERRAL
2,2009,12,ADOPTION,TV METRO
14,2009,12,ADOPTION,WALK IN
16,2009,12,ADOPTION,WEB METRO
22,2009,12,ADOPTION,WEB PF
1,2009,12,DIED,
2,2009,12,DIED,ENROUTE
5,2009,12,DIED,IN FOSTER
5,2009,12,DIED,IN KENNEL
1,2009,12,DIED,IN SURGERY
1,2009,12,DISPOSAL,
3,2009,12,EUTH,
7,2009,12,EUTH,BEHAV HIST
120,2009,12,EUTH,BEHAV OBSV
43,2009,12,EUTH,BREED
84,2009,12,EUTH,CONTAG DIS
41,2009,12,EUTH,FERAL
58,2009,12,EUTH,MEDICAL
47,2009,12,EUTH,REQUESTED
77,2009,12,EUTH,TIME/SPACE
19,2009,12,EUTH,TOO OLD
11,2009,12,EUTH,TOO YOUNG
65,2009,12,MISSING,
56,2009,12,MISSING,AAA
7,2009,12,MISSING,IN FOSTER
29,2009,12,MISSING,STOLEN
1,2009,12,NO SHOW,
39,2009,12,RELEASED,
17,2009,12,RELEASED,IN SURGERY
67,2009,12,RTO,
10,2009,12,TRANSFER,
42,2009,12,TRANSFER,KHS
1,2009,12,TRANSFER,RES WAGGIN
71,2009,12,TRANSFER,RESCUE GRP
1,2010,1,ADOPTION,
49,2010,1,ADOPTION,FRIEND
3,2010,1,ADOPTION,NEWSLETTER
24,2010,1,ADOPTION,PROMO
50,2010,1,ADOPTION,PS HURST
3,2010,1,ADOPTION,REFERRAL
3,2010,1,ADOPTION,TV METRO
1,2010,1,ADOPTION,TV OTHER
1,2010,1,ADOPTION,TV WHAS
17,2010,1,ADOPTION,WALK IN
21,2010,1,ADOPTION,WEB METRO
13,2010,1,ADOPTION,WEB PF
4,2010,1,DIED,
1,2010,1,DIED,AT VET
9,2010,1,DIED,IN FOSTER
3,2010,1,DIED,IN KENNEL
1,2010,1,DIED,IN SURGERY
1,2010,1,DISPOSAL,DEAD ARRIV
5,2010,1,EUTH,
3,2010,1,EUTH,BEHAV HIST
118,2010,1,EUTH,BEHAV OBSV
40,2010,1,EUTH,BREED
64,2010,1,EUTH,CONTAG DIS
19,2010,1,EUTH,FERAL
39,2010,1,EUTH,MEDICAL
46,2010,1,EUTH,REQUESTED
50,2010,1,EUTH,TIME/SPACE
13,2010,1,EUTH,TOO OLD
1,2010,1,FOSTER,
15,2010,1,RELEASED,
20,2010,1,RELEASED,IN SURGERY
1,2010,1,RELEASED,MEDICAL
75,2010,1,RTO,
4,2010,1,RTO,IN FIELD
9,2010,1,TRANSFER,KHS
57,2010,1,TRANSFER,RESCUE GRP
1,2010,2,,
3,2010,2,ADOPTION,
1,2010,2,ADOPTION,EXCHANGE
58,2010,2,ADOPTION,FRIEND
3,2010,2,ADOPTION,NEWSLETTER
14,2010,2,ADOPTION,PROMO
6,2010,2,ADOPTION,PRV ADOPT
41,2010,2,ADOPTION,PS HURST
1,2010,2,ADOPTION,RADIO WHAS
5,2010,2,ADOPTION,REFERRAL
1,2010,2,ADOPTION,TV METRO
12,2010,2,ADOPTION,WALK IN
22,2010,2,ADOPTION,WEB METRO
23,2010,2,ADOPTION,WEB PF
1,2010,2,ADOPTION,WEB PH
3,2010,2,DIED,
1,2010,2,DIED,ENROUTE
6,2010,2,DIED,IN FOSTER
6,2010,2,DIED,IN KENNEL
1,2010,2,DISPOSAL,DEAD ARRIV
6,2010,2,EUTH,
23,2010,2,EUTH,BEHAV HIST
99,2010,2,EUTH,BEHAV OBSV
45,2010,2,EUTH,BREED
65,2010,2,EUTH,CONTAG DIS
26,2010,2,EUTH,FERAL
38,2010,2,EUTH,MEDICAL
31,2010,2,EUTH,REQUESTED
42,2010,2,EUTH,TIME/SPACE
10,2010,2,EUTH,TOO OLD
9,2010,2,EUTH,TOO YOUNG
3,2010,2,FOSTER,
2,2010,2,MISSING,STOLEN
36,2010,2,RELEASED,
26,2010,2,RELEASED,IN SURGERY
1,2010,2,RELEASED,MEDICAL
63,2010,2,RTO,
3,2010,2,RTO,IN FIELD
4,2010,2,TRANSFER,
41,2010,2,TRANSFER,KHS
52,2010,2,TRANSFER,RESCUE GRP
1,2010,2,TRANSFER,WILDLIFE
2,2010,3,,
2,2010,3,ADOPTION,
2,2010,3,ADOPTION,3RD PARTY
36,2010,3,ADOPTION,FRIEND
1,2010,3,ADOPTION,NEWSLETTER
6,2010,3,ADOPTION,PRV ADOPT
26,2010,3,ADOPTION,PS HURST
1,2010,3,ADOPTION,REFERRAL
2,2010,3,ADOPTION,TV METRO
3,2010,3,ADOPTION,TV OTHER
1,2010,3,ADOPTION,TV WHAS
51,2010,3,ADOPTION,WALK IN
25,2010,3,ADOPTION,WEB METRO
13,2010,3,ADOPTION,WEB PF
1,2010,3,ADOPTION,WEB PH
5,2010,3,DIED,
6,2010,3,DIED,ENROUTE
4,2010,3,DIED,IN FOSTER
9,2010,3,DIED,IN KENNEL
5,2010,3,DISPOSAL,DEAD ARRIV
5,2010,3,EUTH,
13,2010,3,EUTH,BEHAV HIST
149,2010,3,EUTH,BEHAV OBSV
44,2010,3,EUTH,BREED
59,2010,3,EUTH,CONTAG DIS
71,2010,3,EUTH,FERAL
46,2010,3,EUTH,MEDICAL
56,2010,3,EUTH,REQUESTED
48,2010,3,EUTH,TIME/SPACE
11,2010,3,EUTH,TOO OLD
8,2010,3,EUTH,TOO YOUNG
1,2010,3,FOSTER,
29,2010,3,RELEASED,
24,2010,3,RELEASED,IN SURGERY
2,2010,3,RELEASED,MEDICAL
90,2010,3,RTO,
4,2010,3,RTO,IN FIELD
6,2010,3,TRANSFER,
2,2010,3,TRANSFER,AN CONTROL
65,2010,3,TRANSFER,KHS
78,2010,3,TRANSFER,RESCUE GRP
4,2010,3,TRANSFER,WILDLIFE
7,2010,4,,
4,2010,4,ADOPTION,
3,2010,4,ADOPTION,3RD PARTY
50,2010,4,ADOPTION,FRIEND
5,2010,4,ADOPTION,PROMO
3,2010,4,ADOPTION,PRV ADOPT
42,2010,4,ADOPTION,PS HURST
1,2010,4,ADOPTION,TV METRO
1,2010,4,ADOPTION,TV OTHER
42,2010,4,ADOPTION,WALK IN
9,2010,4,ADOPTION,WEB METRO
15,2010,4,ADOPTION,WEB PF
3,2010,4,DIED,
7,2010,4,DIED,ENROUTE
16,2010,4,DIED,IN FOSTER
10,2010,4,DIED,IN KENNEL
19,2010,4,EUTH,
20,2010,4,EUTH,BEHAV HIST
138,2010,4,EUTH,BEHAV OBSV
22,2010,4,EUTH,BREED
38,2010,4,EUTH,CONTAG DIS
2,2010,4,EUTH,FELV
82,2010,4,EUTH,FERAL
75,2010,4,EUTH,MEDICAL
1,2010,4,EUTH,PREGNANT
45,2010,4,EUTH,REQUESTED
92,2010,4,EUTH,TIME/SPACE
14,2010,4,EUTH,TOO OLD
59,2010,4,EUTH,TOO YOUNG
2,2010,4,FOSTER,
17,2010,4,RELEASED,
43,2010,4,RELEASED,IN SURGERY
6,2010,4,RELOCATE,
120,2010,4,RTO,
6,2010,4,RTO,IN FIELD
23,2010,4,TRANSFER,
19,2010,4,TRANSFER,AN CONTROL
74,2010,4,TRANSFER,KHS
68,2010,4,TRANSFER,RESCUE GRP
11,2010,4,TRANSFER,WILDLIFE
1,2010,5,,
3,2010,5,ADOPTION,
35,2010,5,ADOPTION,FRIEND
1,2010,5,ADOPTION,NEWSLETTER
6,2010,5,ADOPTION,PROMO
3,2010,5,ADOPTION,PRV ADOPT
33,2010,5,ADOPTION,PS HURST
4,2010,5,ADOPTION,PS WEST
3,2010,5,ADOPTION,REFERRAL
18,2010,5,ADOPTION,WALK IN
20,2010,5,ADOPTION,WEB METRO
13,2010,5,ADOPTION,WEB PF
9,2010,5,DIED,
18,2010,5,DIED,IN FOSTER
8,2010,5,DIED,IN KENNEL
1,2010,5,DISPOSAL,DEAD ARRIV
32,2010,5,EUTH,
18,2010,5,EUTH,BEHAV HIST
118,2010,5,EUTH,BEHAV OBSV
32,2010,5,EUTH,BREED
39,2010,5,EUTH,CONTAG DIS
41,2010,5,EUTH,FERAL
69,2010,5,EUTH,MEDICAL
1,2010,5,EUTH,PREGNANT
46,2010,5,EUTH,REQUESTED
80,2010,5,EUTH,TIME/SPACE
16,2010,5,EUTH,TOO OLD
89,2010,5,EUTH,TOO YOUNG
1,2010,5,FOSTER,
1,2010,5,MISSING,IN FOSTER
10,2010,5,MISSING,IN KENNEL
2,2010,5,MISSING,STOLEN
35,2010,5,RELEASED,
36,2010,5,RELEASED,IN SURGERY
1,2010,5,RELOCATE,
88,2010,5,RTO,
12,2010,5,RTO,IN FIELD
34,2010,5,TRANSFER,
13,2010,5,TRANSFER,AN CONTROL
81,2010,5,TRANSFER,KHS
73,2010,5,TRANSFER,RESCUE GRP
1,2010,5,TRANSFER,WILDLIFE
2,2010,6,,
3,2010,6,ADOPTION,
7,2010,6,ADOPTION,3RD PARTY
40,2010,6,ADOPTION,FRIEND
2,2010,6,ADOPTION,NEWSLETTER
1,2010,6,ADOPTION,PROMO
2,2010,6,ADOPTION,PRV ADOPT
40,2010,6,ADOPTION,PS HURST
1,2010,6,ADOPTION,REFERRAL
1,2010,6,ADOPTION,TV METRO
2,2010,6,ADOPTION,TV OTHER
1,2010,6,ADOPTION,TV WHAS
19,2010,6,ADOPTION,WALK IN
18,2010,6,ADOPTION,WEB METRO
31,2010,6,ADOPTION,WEB PF
8,2010,6,DIED,
1,2010,6,DIED,ENROUTE
8,2010,6,DIED,IN FOSTER
25,2010,6,DIED,IN KENNEL
1,2010,6,DISPOSAL,DEAD ARRIV
53,2010,6,EUTH,
17,2010,6,EUTH,BEHAV HIST
107,2010,6,EUTH,BEHAV OBSV
37,2010,6,EUTH,BREED
71,2010,6,EUTH,CONTAG DIS
52,2010,6,EUTH,FERAL
80,2010,6,EUTH,MEDICAL
1,2010,6,EUTH,PREGNANT
54,2010,6,EUTH,REQUESTED
175,2010,6,EUTH,TIME/SPACE
30,2010,6,EUTH,TOO OLD
256,2010,6,EUTH,TOO YOUNG
6,2010,6,MISSING,IN KENNEL
19,2010,6,RELEASED,
45,2010,6,RELEASED,IN SURGERY
90,2010,6,RTO,
15,2010,6,RTO,IN FIELD
18,2010,6,TRANSFER,
116,2010,6,TRANSFER,AN CONTROL
62,2010,6,TRANSFER,KHS
88,2010,6,TRANSFER,RESCUE GRP
1,2010,6,TRANSFER,WILDLIFE
5,2010,7,ADOPTION,
2,2010,7,ADOPTION,3RD PARTY
2,2010,7,ADOPTION,EXCHANGE
34,2010,7,ADOPTION,FRIEND
1,2010,7,ADOPTION,NEWSLETTER
12,2010,7,ADOPTION,PROMO
34,2010,7,ADOPTION,PS HURST
1,2010,7,ADOPTION,RADIO WHAS
2,2010,7,ADOPTION,TV OTHER
22,2010,7,ADOPTION,WALK IN
25,2010,7,ADOPTION,WEB METRO
28,2010,7,ADOPTION,WEB PF
1,2010,7,DIED,
3,2010,7,DIED,ENROUTE
10,2010,7,DIED,IN FOSTER
23,2010,7,DIED,IN KENNEL
1,2010,7,DIED,IN SURGERY
1,2010,7,DISPOSAL,
8,2010,7,DISPOSAL,DEAD ARRIV
38,2010,7,EUTH,
25,2010,7,EUTH,BEHAV HIST
145,2010,7,EUTH,BEHAV OBSV
30,2010,7,EUTH,BREED
141,2010,7,EUTH,CONTAG DIS
43,2010,7,EUTH,FERAL
135,2010,7,EUTH,MEDICAL
56,2010,7,EUTH,REQUESTED
167,2010,7,EUTH,TIME/SPACE
26,2010,7,EUTH,TOO OLD
185,2010,7,EUTH,TOO YOUNG
1,2010,7,FOSTER,TIME/SPACE
2,2010,7,MISSING,IN FOSTER
1,2010,7,MISSING,STOLEN
22,2010,7,RELEASED,
33,2010,7,RELEASED,IN SURGERY
3,2010,7,RELOCATE,
104,2010,7,RTO,
5,2010,7,RTO,IN FIELD
23,2010,7,TRANSFER,
1,2010,7,TRANSFER,AN CONTROL
92,2010,7,TRANSFER,KHS
99,2010,7,TRANSFER,RESCUE GRP
12,2010,7,TRANSFER,WILDLIFE
2,2010,8,,
8,2010,8,ADOPTION,
2,2010,8,ADOPTION,3RD PARTY
1,2010,8,ADOPTION,EXCHANGE
38,2010,8,ADOPTION,FRIEND
11,2010,8,ADOPTION,NEWSLETTER
4,2010,8,ADOPTION,PROMO
5,2010,8,ADOPTION,PRV ADOPT
32,2010,8,ADOPTION,PS HURST
3,2010,8,ADOPTION,REFERRAL
1,2010,8,ADOPTION,TV WHAS
32,2010,8,ADOPTION,WALK IN
26,2010,8,ADOPTION,WEB METRO
40,2010,8,ADOPTION,WEB PF
1,2010,8,ADOPTION,WEB PH
5,2010,8,DIED,
2,2010,8,DIED,ENROUTE
21,2010,8,DIED,IN FOSTER
18,2010,8,DIED,IN KENNEL
2,2010,8,DIED,IN SURGERY
1,2010,8,DISPOSAL,
1,2010,8,DISPOSAL,DEAD ARRIV
25,2010,8,EUTH,
17,2010,8,EUTH,BEHAV HIST
157,2010,8,EUTH,BEHAV OBSV
37,2010,8,EUTH,BREED
105,2010,8,EUTH,CONTAG DIS
69,2010,8,EUTH,FERAL
1,2010,8,EUTH,HEARTWORM
175,2010,8,EUTH,MEDICAL
68,2010,8,EUTH,REQUESTED
211,2010,8,EUTH,TIME/SPACE
16,2010,8,EUTH,TOO OLD
176,2010,8,EUTH,TOO YOUNG
1,2010,8,MISSING,IN FOSTER
2,2010,8,MISSING,STOLEN
22,2010,8,RELEASED,
32,2010,8,RELEASED,IN SURGERY
3,2010,8,RELOCATE,
89,2010,8,RTO,
10,2010,8,RTO,IN FIELD
9,2010,8,TRANSFER,
65,2010,8,TRANSFER,KHS
122,2010,8,TRANSFER,RESCUE GRP
2,2010,8,TRANSFER,WILDLIFE
1,2010,9,,
15,2010,9,ADOPTION,
8,2010,9,ADOPTION,3RD PARTY
2,2010,9,ADOPTION,EXCHANGE
33,2010,9,ADOPTION,FRIEND
1,2010,9,ADOPTION,NEWSLETTER
17,2010,9,ADOPTION,PROMO
2,2010,9,ADOPTION,PRV ADOPT
40,2010,9,ADOPTION,PS HURST
4,2010,9,ADOPTION,PS WEST
3,2010,9,ADOPTION,REFERRAL
1,2010,9,ADOPTION,TV METRO
2,2010,9,ADOPTION,TV WLKY
13,2010,9,ADOPTION,WALK IN
13,2010,9,ADOPTION,WEB METRO
24,2010,9,ADOPTION,WEB PF
3,2010,9,DIED,
6,2010,9,DIED,ENROUTE
14,2010,9,DIED,IN FOSTER
24,2010,9,DIED,IN KENNEL
1,2010,9,DIED,IN SURGERY
6,2010,9,EUTH,
13,2010,9,EUTH,BEHAV HIST
140,2010,9,EUTH,BEHAV OBSV
30,2010,9,EUTH,BREED
69,2010,9,EUTH,CONTAG DIS
50,2010,9,EUTH,FERAL
105,2010,9,EUTH,MEDICAL
1,2010,9,EUTH,PREGNANT
55,2010,9,EUTH,REQUESTED
124,2010,9,EUTH,TIME/SPACE
20,2010,9,EUTH,TOO OLD
194,2010,9,EUTH,TOO YOUNG
1,2010,9,MISSING,
1,2010,9,MISSING,IN FOSTER
13,2010,9,RELEASED,
31,2010,9,RELEASED,IN SURGERY
1,2010,9,RELOCATE,
83,2010,9,RTO,
4,2010,9,RTO,IN FIELD
18,2010,9,TRANSFER,
47,2010,9,TRANSFER,KHS
1,2010,9,TRANSFER,RES WAGGIN
123,2010,9,TRANSFER,RESCUE GRP
1,2010,10,,
1,2010,10,ADOPTION,
10,2010,10,ADOPTION,3RD PARTY
3,2010,10,ADOPTION,EXCHANGE
50,2010,10,ADOPTION,FRIEND
3,2010,10,ADOPTION,NEWSLETTER
6,2010,10,ADOPTION,PROMO
3,2010,10,ADOPTION,PRV ADOPT
19,2010,10,ADOPTION,PS HURST
9,2010,10,ADOPTION,REFERRAL
1,2010,10,ADOPTION,TV METRO
4,2010,10,ADOPTION,TV WHAS
1,2010,10,ADOPTION,TV WLKY
22,2010,10,ADOPTION,WALK IN
25,2010,10,ADOPTION,WEB METRO
16,2010,10,ADOPTION,WEB PF
7,2010,10,DIED,
10,2010,10,DIED,ENROUTE
8,2010,10,DIED,IN FOSTER
14,2010,10,DIED,IN KENNEL
1,2010,10,DIED,IN SURGERY
3,2010,10,DISPOSAL,DEAD ARRIV
34,2010,10,EUTH,
12,2010,10,EUTH,BEHAV HIST
91,2010,10,EUTH,BEHAV OBSV
16,2010,10,EUTH,BREED
46,2010,10,EUTH,CONTAG DIS
